"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","text"
"254",1,0,0,0,0,0,1,0,1,0,-1,"Sanctions Over Will Smiths Slap Set For Discuss By Oscars Governors https://t.co/CB9FxElyzE"
"255",2,0,1,1,0,0,2,2,2,3,1,"@SadhguruJV @DelanoDSouza <U+0001F534>Indian<U+0001F1EE><U+0001F1F3> mystic @SadhguruJV counts #WillSmith among his followers... what does the famous #guru<U+0001F9D8><U+200D><U+2642><U+FE0F> think about the infamous #Oscars<U+0001F3AC> slap, and #nonviolence in general?

FRANCE 24's @DelanoDSouza speaks with #Sadhguru in an exclusive #interview<U+2935><U+FE0F> https://t.co/KHYbqcvkdc"
"256",0,0,0,0,0,0,0,0,1,2,1,"#oscars night, and the Hemsworths knows it!!! #hq #tbt @liamhemsworth @hemsworthluke @chrishemsworth suits up to attend the 2014 Vanity Fair Oscar Party on March 2nd, 2014 #liamhemsworth https://t.co/vdFEg4plun"
"257",0,1,0,0,1,0,1,1,1,2,1,"@alovecassette trueeee. oscars always giving the award for the wrong works <U+0001F62D><U+0001F62D> anyway"
"258",1,2,0,1,1,1,0,2,2,2,0,"Next week, @kylebuchanan joins us to talk Noah Baumbach’s most divisive film, the Fury Road Oscars, bucket hats, critics hung up on botox, Jennifer Jason Leigh’s close calls with Oscar, and Nicole Kidman at her most caustically brilliant. It’s MARGOT AT THE WEDDING!! https://t.co/wXEdaVlHMW"
"259",0,0,0,0,0,0,0,1,0,1,1,"https://t.co/UYn9niGYqk
Paramount Pictures, JoJo Siwa exit Will Smith’s 'Bounce' after Oscars slapgate"
"260",0,1,1,0,1,1,1,1,2,2,0,"Phil Lord and Chris Miller wrote an article for Variety where they slammed the Oscars for that joke on animation and how the art form should be taken more seriously. This article is an awesome read because like I said before, animation is for everyone.
https://t.co/aAK4mmGxZa"
"261",0,2,0,1,1,0,0,0,0,1,1,"This Ark was so intrigued and entertaining to watch,someone give these rpers oscars. <U+0001F451> https://t.co/1Z0jbLsmGi"
"262",2,0,1,1,0,0,2,2,2,3,1,"@SadhguruJV @DelanoDSouza <U+0001F534>Indian<U+0001F1EE><U+0001F1F3> mystic @SadhguruJV counts #WillSmith among his followers... what does the famous #guru<U+0001F9D8><U+200D><U+2642><U+FE0F> think about the infamous #Oscars<U+0001F3AC> slap, and #nonviolence in general?

FRANCE 24's @DelanoDSouza speaks with #Sadhguru in an exclusive #interview<U+2935><U+FE0F> https://t.co/KHYbqcvkdc"
"263",1,0,0,0,0,0,0,0,2,0,-2,"Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR"
"264",0,0,1,0,0,1,0,1,2,1,-1,"Phil Lord and Chris Miller: Hollywood Should Elevate, Not Diminish Animation (Guest Column) https://t.co/adYtGbbwXs"
"265",1,2,0,1,2,1,0,1,2,4,2,"#MitchellsVsMachines producers @philiplord and @chrizmillr demand more respect for animated films: “During the pandemic, when much physical production was shut down, animators began working from home. These films kept our business afloat.” https://t.co/KFJJcts6oH https://t.co/anmImubVKD"
"266",1,0,0,0,0,0,2,0,1,0,-1,"@Ajani_Depp A common side effect.  That remark at the Oscars about Jada’s Alopecia and the resulting slap was a set up.  Actors being paid to market the new Pfizer drug...guess who sponsored the Oscars this year???  Yep.  Pfizer.  You were played.  While everyone was arguing..."
"267",0,0,0,0,0,0,0,0,0,0,0,"Jessie Buckley attending oscars last month photos by orbis media via Instagram https://t.co/wl5aFHKb9A"
"268",1,0,0,0,0,0,0,1,1,1,0,"Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe"
"269",0,0,0,0,0,0,0,0,0,0,0,"A little more @RealChalamet outtakes for you fans of #TimotheeChalamet 
He killed it last night in @LouisVuitton at the #Oscars #Oscars2022 
#photo #NFTartist https://t.co/Zxx1BeCa3c"
"270",0,0,0,0,0,0,0,1,0,0,0,"Oscars slapper Will Smith says he turned down 'Django' due to 'violence' https://t.co/oAEsLTxbqG https://t.co/nvSeM23Zfk"
"271",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"272",1,4,0,0,2,0,1,4,0,3,3,"Thank you @philiplord and @chrizmillr! It's time the entertainment industry show #animation artists, writers and technicians the respect they deserve! 

#NewDeal4Animation

https://t.co/PrrisoxMX7"
"273",0,0,0,0,0,0,0,0,0,0,0,"julia roberts at the oscars (2001) https://t.co/sPQjHy8nPm"
"274",0,0,0,0,0,0,0,1,0,0,0,"Oscars slapper Will Smith says he turned down 'Django' due to 'violence' https://t.co/oAEsLTxbqG https://t.co/nvSeM23Zfk"
"275",1,1,1,1,0,1,0,0,2,1,-1,"@TheAcademy @michaelbay @Academy Please TAKE WILL SMITH'S OSCAR &amp; definitely ban him from the Oscars for life. He was dancing &amp; partying after the event &amp; only apologized as backlash grew. Will did the worst thing you can at the Oscars &amp; he should be punished especially since he wasn't removed or arrested."
"276",0,0,0,0,0,0,0,0,0,0,0,"A little more @RealChalamet outtakes for you fans of #TimotheeChalamet 
He killed it last night in @LouisVuitton at the #Oscars #Oscars2022 
#photo #NFTartist https://t.co/Zxx1BeCa3c"
"277",2,2,1,2,2,1,1,2,3,3,0,"@PACCD_UP SHARE<U+270A><U+0001F3FE><U+0001F1FA><U+0001F1F8> #SecureTheTribe #SaveMasonTN #AB3121 #USA PRO #Reparations #IMMIGRATION MORATORIUM #MarchMadness 
#Nigeria has the 2nd highest rate of #paternity #fraud in the world after #Jamaica
IDENTITY #THEFT TITLE 18 #USA #Oscars #NBA #NFL #MLS #MLB #NHL
https://t.co/jnqaVKs7JQ"
"278",0,0,1,0,0,1,0,1,1,2,1,"On #Offline with @jonfavs, @iamsambee joins to talk about how she’s burned out from our worsening political discourse and offer some motherly advice for future Oscars attendees. https://t.co/4UNRpJgoAk"
"279",0,0,0,0,0,0,0,0,0,0,0,"@bullhorn_fm Our most recent episode we give our thoughts on the Oscars!! Generally we do movie reviews, news, and trivia :)

https://t.co/6KVw00BvPN"
"280",0,0,0,0,1,1,0,1,0,2,2,"#SidneyParker #SimplytheBest 
#TinaTurner sings #Truth 
https://t.co/ruyfizmGON
<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+0001F3B6><U+0001F3B6><U+0001F3B6>
#SidlotteForever #JASanditon #LastAustenHero #SaveSidneyParker #SanditonNeedsSidney #SidneyParkerLivesForever #Bridgerton #Oscars #MothersDay2022 #Music #Singit #LoveStory https://t.co/WDtL7Ta2Pa"
"281",0,1,0,1,1,0,0,0,2,1,-1,"I wanna thank my mum who brought me to this world, and the amazing friends here on the platform..

Oh wait this is not the Oscars..

ITS WAY BETTER <U+0001F62D><U+0001F62D>

See you soon baby @MSuppasit 

#MewSuppasit #<U+0E21><U+0E34><U+0E27><U+0E28><U+0E38><U+0E20><U+0E28><U+0E34><U+0E29><U+0E0F><U+0E4C> #Before430 https://t.co/JkHJ5Qqtyp"
"282",0,0,0,0,0,0,0,1,0,0,0,"Oh Freeland. This isn't the Oscars. We could do without your emotional dramatics with Evan Solman. Evan is asking specific questions. It's really simple... just answer the questions pertaining to the budget."
"283",0,2,0,1,1,0,0,0,0,1,1,"This Ark was so intrigued and entertaining to watch,someone give these rpers oscars. <U+0001F451> https://t.co/1Z0jbLsmGi"
"284",1,0,0,0,0,0,0,0,2,0,-2,"Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR"
"285",1,0,0,0,0,0,0,1,1,1,0,"Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe"
"286",0,0,0,0,0,0,0,1,0,0,0,"@laderechadiario Will smith un poroto en los Oscars"
"287",0,0,0,0,0,0,0,0,0,0,0,"Yeah, well when the world runs out of bagels, guns and the Oscars THEY’LL BE FUCKIN SORRY. https://t.co/j2IGsuLjRQ"
"288",0,1,0,0,1,0,0,1,0,1,1,"It’s arrivals time! Your Uber Eats order should be on the way, right?! Tuck into the #Oscars <U+0001F3C6> with your fav snacks.

THIS is our kind of #glambot #redcarpet @TheAcademy <U+2B50> https://t.co/U6K9MmwL9y"
"289",0,0,1,0,0,2,0,2,1,2,1,"Maybe if the IPCC report had slapped someone at the Oscars more people would be interested in the fact our civilization is in free fall &amp; our planet will soon be unlivable."
"290",1,0,0,0,0,0,1,0,1,0,-1,"Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa"
"291",1,0,0,1,0,1,0,0,1,1,0,"@nypost Oscars slapper? Really?

 Biden's slave. Fame news spreader Ney york post."
"292",0,0,0,0,0,0,0,1,0,2,2,"Billy Crystal is weighing in on Will Smith slapping Chris Rock at the Oscars
https://t.co/eN7bnUZVQF"
"293",1,0,0,0,0,0,0,1,1,1,0,"Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe"
"294",1,1,1,0,2,2,2,1,3,2,-1,"“when you strip the Oscars of everything to do with honoring what we love about movies, who should be surprised when the only thing left is pointless celebrity drama?” https://t.co/g4zcqGe97b"
"295",1,0,0,0,0,0,0,1,1,1,0,"Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe"
"296",1,0,0,0,0,0,1,1,1,0,-1,"Oscars governors discuss sanctions for Will Smith over slap https://t.co/29jg5v6MFQ https://t.co/Fe7OYZ570l"
"297",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"298",1,0,0,1,0,0,0,0,1,0,-1,"So this just basically confirms not only do the Oscars Think so little of Animation, they also fear it...<U+0001F914> https://t.co/du3gb59HLU"
"299",0,1,0,0,1,0,1,1,3,1,-2,"@TyrannyIn22 @CBCNews Lets make the conversation about how detrimental stress is to our society as a whole and about how to address the crossing of people's boundaries.

Whether he keeps his award or not, who cares. Oscars are so boring that they need a comedian to host."
"300",1,0,0,0,0,0,0,0,2,0,-2,"Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR"
"301",1,2,0,0,1,1,1,2,2,2,0,"@MoreReginaHall @ABCNetwork You were all fantastic at the Oscars! Despite the slap, I thought it was the best Oscars since Billy Crystal hosted. My mother thanks you, my father thanks you, AND I THANK YOU!"
"302",0,1,0,0,1,1,0,2,1,2,1,"You were amazing at the Oscars! The three of you did a fantastic job. My mother thanks you, my father thanks you, and I thank you!"
"303",1,0,0,1,0,0,0,0,1,0,-1,"So this just basically confirms not only do the Oscars Think so little of Animation, they also fear it...<U+0001F914> https://t.co/du3gb59HLU"
"304",1,2,1,2,1,2,0,0,3,1,-2,"Wait, now we can’t make fun of bad actors because they might have a condition that makes them even worse actors? #Oscars #movies #Hollywood #PeopleThinkTheyCanSayTheCraziestShitAboutYouAndYourFamily #KingSlapYouInTheFace #WouldHaveBeenCoolerJustToInsultHimBack #actor #DieTheHarde"
"305",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"306",0,1,0,1,1,1,0,1,1,3,2,"""Where is the disabled talent and why is it not being developed and given breaks?""

Following Coda's triumph at the Oscars, Justin Edgar says why it's important for disabled talent from behind the lens to have more opportunities and recognition.
https://t.co/AVsTY5NWkf"
"307",1,0,1,2,0,1,0,2,4,1,-3,"Yes what WILL SMITH did at the Oscars was wrong. But it was a stronger force behind his actions. Wether you’re a man or women BULLYING comes in many forms. Will Smith needs to get as far away from this toxic woman as far as possible

Y’all still can’t see who the real problem is? https://t.co/UtMpo2QNXY"
"308",1,1,0,1,0,0,0,0,0,0,0,".#Feed IMG ASIA 2: ATP 250 US Men's Clay Court Championships [LIVE] di Asiasat 5 (100.5°E) •3896 V 7200 (MPEG4/HD/$) SID: 0001 <U+25BA>AFDE 7704 64DC EA2A https://t.co/mtozHzDkJo RT #BISSKEY9 #LoveTwitter #NBATwitter #BTC #BNB #Greys #Oscars #MoonKnight #NBA75 #ParamountPlus #Ramadhan"
"309",0,0,1,0,1,0,0,1,0,2,2,"A fantastic year for diversity in #film, with work being properly rewarded for its excellence at this year’s #Oscars. This is the #FutureofFilm. 

Learn more via @therebeccasun &amp; @THR: https://t.co/JnPT3gSHGa 

#AENDiversity #Oscars2022 #DEI #WhattoWatch #FutureofMedia"
"310",2,2,1,2,0,1,0,1,2,1,-1,"Crazy thing is, I don’t even watch the damn Oscars. Soooooo, I was honestly ready to stop talking about Will 48 hours after it happened."
"311",0,0,0,0,0,0,0,0,0,0,0,"What does it tell you when both the Oscars and the Grammys don't even mention in passing Lata Mangeshkar, certainly one of, if not the, greatest playbacks ever?

It tells you that the West is racist. It also tells you that soft power means nothing if not backed with hard power. https://t.co/tV72jLOyj6"
"312",1,2,0,1,2,1,0,1,2,4,2,"#MitchellsVsMachines producers @philiplord and @chrizmillr demand more respect for animated films: “During the pandemic, when much physical production was shut down, animators began working from home. These films kept our business afloat.” https://t.co/KFJJcts6oH https://t.co/anmImubVKD"
"313",0,0,1,0,1,0,0,1,0,2,2,"A fantastic year for diversity in #film, with work being properly rewarded for its excellence at this year’s #Oscars. This is the #FutureofFilm. 

Learn more via @therebeccasun &amp; @THR: https://t.co/JnPT3gSHGa 

#AENDiversity #Oscars2022 #DEI #WhattoWatch #FutureofMedia"
"314",1,0,0,1,0,1,0,0,1,0,-1,"Hot take : Nicole Kidman should have won her first two Oscars in consecutive years for Gus Van Sant’s To Die For (Susan Sarandon year) and for Jane Campion’s The Portrait of a Lady (Fargo year). There, I said it. https://t.co/eUmn6gYxTo"
"315",0,0,0,0,1,0,1,2,1,3,2,"Check out all the winners' full reactions backstage on the @Verizon #5GUltraPass, and don’t forget to nominate your favorite moments from the #Oscars on the @Verizon Twitter page for a chance to win!
https://t.co/e1JvwlJb8K https://t.co/8nGF85GUGT"
"316",0,0,0,0,0,0,0,0,0,0,0,"Encanto's Ravi Cabot-Conyers and Belfast's Jude Hill. #Oscars 

Photography by: Adrienne Raquel
With @people and @EW https://t.co/e1dCE8bjxF"
"317",0,0,0,0,0,0,0,0,0,0,0,"Simu Liu. Need we say more. <U+2665><U+FE0F> #Oscars

Photography by: Adrienne Raquel
With @people and @EW https://t.co/SjqLeRE78r"
"318",0,0,0,0,0,0,0,0,0,1,1,"Follow Ariana DeBose and Jessica Chastain's lead...don't take life too seriously. #Oscars

Photography by: Luis Alberto Rodriguez https://t.co/KTkfiEuwec"
"319",0,0,0,0,0,0,0,1,0,0,0,"The Oscar for Actress in a Leading Role goes to Jessica Chastain for her stunning performance in 'The Eyes of Tammy Faye.' Congratulations! #Oscars @jes_chastain https://t.co/fsqe1QDL3U"
"320",2,0,1,0,0,1,1,0,2,1,-1,"""So you may not know, but the words Oscar nominated can be used in the hands of a skilled 17 year-old as an insult."" - Joe Walker (@huckabaloo) #Oscars https://t.co/QomPGTVr9l"
"321",0,0,0,0,0,0,0,0,0,0,0,"Sisters. 
Venus Williams and Serena Williams. #Oscars 
Photo by: @ShayanAsgharnia https://t.co/X8vjkiQznu"
"322",0,0,0,0,1,0,0,0,1,1,0,"Linda Dowds, Stephanie Ingram, and Justin
Raleigh win the Best Makeup and Hairstyling Oscar for their outstanding work on 'The Eyes of Tammy Faye.' Congratulations #Oscars https://t.co/21ntke6QNV"
"323",1,1,0,1,0,1,1,0,1,2,1,"Best Documentary Feature goes to 'Summer of Soul (...Or, When the Revolution Could Not Be Televised).' Congratulations #Oscars https://t.co/4RRClS7VVZ"
"324",0,1,1,0,1,1,1,2,0,3,3,"Director Ryusuke Hamaguchi after winning the Oscar for Best International Feature for 'Drive My Car.' #Oscars

Photography by: Luis Alberto Rodriguez https://t.co/28yYhQfeQ0"
"325",0,2,0,0,2,0,1,2,0,3,3,"Blessing your feed with this pure moment between Best Supporting Actor winner Troy Kotsur and last year's Best Supporting Actress winner Youn Yuh-jung. <U+0001F49B> #Oscars 

Photography by: Luis Alberto Rodriguez https://t.co/dumE5otRYe"
"326",1,0,0,0,0,0,0,1,1,1,0,"Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe"
"327",0,1,0,1,0,0,0,1,1,1,0,"@Raddsurfer People were outraged at what he did at the Oscars but now it is coming to light that the real villain in this story is Jada."
"328",1,0,0,0,0,0,1,0,1,0,-1,"Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa"
"329",0,0,0,0,0,0,0,1,1,1,0,"Kenny believes that the Academy should ban Smith from future Academy Awards ceremonies.

https://t.co/fKREZgqrn9"
"330",0,3,0,1,2,0,2,4,0,6,6,"Every year, I watch the #Oscars and #Grammys and wish there were an award show for the most talented, creative people I know: Teachers. Let's give a trophy to the physics teacher who inspires a girl to enter #STEM. Let's celebrate the pre-k teacher who helps a kid learn to read."
"331",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"332",0,0,1,0,1,0,0,1,0,2,2,"A fantastic year for diversity in #film, with work being properly rewarded for its excellence at this year’s #Oscars. This is the #FutureofFilm. 

Learn more via @therebeccasun &amp; @THR: https://t.co/JnPT3gSHGa 

#AENDiversity #Oscars2022 #DEI #WhattoWatch #FutureofMedia"
"333",0,0,1,0,1,0,0,2,1,3,2,"Phil Lord and Chris Miller recall execs telling them that “if we played our cards right, we would one day 'graduate to live-action'” and that a “certain animated movie we made was so enjoyable that it reminded them of ‘a real movie.’”

(Source: https://t.co/ZgQYJAtOgs) https://t.co/80g8pKTa0r"
"334",0,1,0,1,1,0,2,1,2,5,3,"Very interesting that Chris Rock has been diagnosed with non-verbal learning disorder (NLD), which is similar to Asperger's. I wonder how that contributes to his humor ability as well as unintentionally offending people. Hope it brings awareness to to NLD! https://t.co/gYONhKrLAs"
"335",0,0,1,0,1,0,0,1,0,2,2,"A fantastic year for diversity in #film, with work being properly rewarded for its excellence at this year’s #Oscars. This is the #FutureofFilm. 

Learn more via @therebeccasun &amp; @THR: https://t.co/JnPT3gSHGa 

#AENDiversity #Oscars2022 #DEI #WhattoWatch #FutureofMedia"
"336",1,0,1,2,0,1,0,2,4,1,-3,"Yes what WILL SMITH did at the Oscars was wrong. But it was a stronger force behind his actions. Wether you’re a man or women BULLYING comes in many forms. Will Smith needs to get as far away from this toxic woman as far as possible

Y’all still can’t see who the real problem is? https://t.co/UtMpo2QNXY"
"337",0,0,0,0,0,0,0,0,0,0,0,"Wowwww #Oscars #WillSmith #chrisrock uncut footage taken from Japanese TV. He smacked tf out of him <U+0001F633> https://t.co/gy9bvg9sYC"
"338",0,2,0,1,1,0,1,1,0,1,1,"Watch the 60th Anniversary celebration of 007 at the @TheAcademy #Oscars. https://t.co/KZzLNk1lV1"
"339",0,0,1,0,1,0,0,1,0,2,2,"A fantastic year for diversity in #film, with work being properly rewarded for its excellence at this year’s #Oscars. This is the #FutureofFilm. 

Learn more via @therebeccasun &amp; @THR: https://t.co/JnPT3gSHGa 

#AENDiversity #Oscars2022 #DEI #WhattoWatch #FutureofMedia"
"340",0,0,0,0,0,0,0,0,0,0,0,"@SilverAgeTV Very foreshadowing re: The Oscars."
"341",0,0,1,0,1,0,0,1,0,2,2,"A fantastic year for diversity in #film, with work being properly rewarded for its excellence at this year’s #Oscars. This is the #FutureofFilm. 

Learn more via @therebeccasun &amp; @THR: https://t.co/JnPT3gSHGa 

#AENDiversity #Oscars2022 #DEI #WhattoWatch #FutureofMedia"
"342",0,0,0,0,1,0,1,3,0,4,4,"@heroicgg @HEROIC_R6 Be careful so you don’t end up at the oscars and get slaped by Will Smith. Cause your acting is fucking solid @Mrofficer88"
"343",1,1,0,2,1,2,1,1,2,2,0,"Speculation Around Will Smith’s Wellbeing Circulates As The Public Continues To Analyze His Outburst At The Oscars https://t.co/3bgwEgqIhK via @Yahoo"
"344",0,0,0,0,0,0,0,0,0,0,0,"Wowwww #Oscars #WillSmith #chrisrock uncut footage taken from Japanese TV. He smacked tf out of him <U+0001F633> https://t.co/gy9bvg9sYC"
"345",1,0,0,0,0,0,0,1,1,1,0,"Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe"
"346",0,1,0,0,1,2,0,1,2,2,0,"@GamingAnarchist @SacredDriver I don't know how ppl don't see it.
The man is *objectively* a superstar, charismatic &amp; widely loved, &amp; yet he's had a VERY public meltdown over the last few years for reasons *everyone* is aware of.
Even with his unacceptable behaviour at the Oscars, I can't help but sympathise."
"347",0,0,0,0,0,0,0,1,1,0,-1,"Ricky Gervais Pitches His Own Jada Pinkett Smith Oscar Joke https://t.co/RLRxBuNxJ1 via @VanityFair"
"348",0,1,0,0,1,0,1,1,0,1,1,"@SireMgg @UbiNordicEsport R6S Oscars award for best movies when?"
"349",1,0,0,0,0,0,0,1,1,1,0,"Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe"
"350",0,0,1,0,1,0,0,1,0,2,2,"A fantastic year for diversity in #film, with work being properly rewarded for its excellence at this year’s #Oscars. This is the #FutureofFilm. 

Learn more via @therebeccasun &amp; @THR: https://t.co/JnPT3gSHGa 

#AENDiversity #Oscars2022 #DEI #WhattoWatch #FutureofMedia"
"351",1,0,0,0,0,0,0,0,2,0,-2,"Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR"
"352",1,0,0,0,0,0,0,1,1,1,0,"Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe"
"353",0,0,0,0,0,0,0,0,0,0,0,"Wowwww #Oscars #WillSmith #chrisrock uncut footage taken from Japanese TV. He smacked tf out of him <U+0001F633> https://t.co/gy9bvg9sYC"
"354",0,1,0,0,1,0,1,1,0,1,1,"– unbothered, in his lane  flourishing, on the grind, prepping to film what could be netflix's new biggest franchise, has 2 oscars, all his haters turn out to be weirdoes, unproblematic, intellegent 

My hero https://t.co/la5XB2frDr"
"355",0,1,0,1,0,0,0,1,1,1,0,"@Raddsurfer People were outraged at what he did at the Oscars but now it is coming to light that the real villain in this story is Jada."
"356",0,0,1,0,1,0,0,1,0,2,2,"A fantastic year for diversity in #film, with work being properly rewarded for its excellence at this year’s #Oscars. This is the #FutureofFilm. 

Learn more via @therebeccasun &amp; @THR: https://t.co/JnPT3gSHGa 

#AENDiversity #Oscars2022 #DEI #WhattoWatch #FutureofMedia"
"357",0,0,0,0,0,0,0,1,1,0,-1,"JoJo Siwa DROPS OUT of Will Smith-backed film Bounce amid his slapping controversy https://t.co/FdkOAVYSjM"
"358",0,0,1,0,1,0,0,2,1,1,0,"Jada Pinkett-Smith is a toxic, emotionally abusive spouse. Will Smith is in an emotional abusive relationship. #Oscars https://t.co/1NtrAPbRBN https://t.co/yqy1lPMJoP"
"359",1,0,0,0,0,0,0,1,1,1,0,"Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe"
"360",0,0,1,0,1,0,0,1,0,2,2,"A fantastic year for diversity in #film, with work being properly rewarded for its excellence at this year’s #Oscars. This is the #FutureofFilm. 

Learn more via @therebeccasun &amp; @THR: https://t.co/JnPT3gSHGa 

#AENDiversity #Oscars2022 #DEI #WhattoWatch #FutureofMedia"
"361",0,0,1,0,1,0,0,2,1,1,0,"Jada Pinkett-Smith is a toxic, emotionally abusive spouse. Will Smith is in an emotional abusive relationship. #Oscars https://t.co/1NtrAPbRBN https://t.co/yqy1lPMJoP"
"362",0,0,1,0,0,0,0,0,1,0,-1,"1973: Native American actor Sacheen Littlefeather boo'd (and cheered) by Hollywood at the Oscars before being mocked by Clint Eastwood and almost physically assaulted by John Wayne simply for asking that Indigenous people not to be dehumanized in film.

https://t.co/BgOiuBq4hR"
"363",1,0,0,0,0,0,0,1,1,1,0,"Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe"
"364",0,0,1,0,1,0,0,1,0,2,2,"A fantastic year for diversity in #film, with work being properly rewarded for its excellence at this year’s #Oscars. This is the #FutureofFilm. 

Learn more via @therebeccasun &amp; @THR: https://t.co/JnPT3gSHGa 

#AENDiversity #Oscars2022 #DEI #WhattoWatch #FutureofMedia"
"365",0,1,0,0,0,0,1,1,0,1,1,".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN"
"366",1,0,0,0,0,0,0,1,1,1,0,"Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe"
"367",1,0,1,1,0,0,0,0,1,0,-1,"BREAKING! Oscars REVEAL Will Smith's Punishment - Too Much? Or Is It Eno... https://t.co/oscfvqLFb3 via @YouTube"
"368",1,0,1,1,0,0,0,0,1,0,-1,"BREAKING! Oscars REVEAL Will Smith's Punishment - Too Much? Or Is It Eno... https://t.co/oscfvqLFb3 via @YouTube <U+0001F525><U+2764><U+FE0F><U+0001F44D><U+0001F3FB>"
"369",0,0,0,0,0,0,0,0,0,0,0,"Everyone Loves Lady Gaga Right Now https://t.co/hWuYv2ECJD"
"370",1,0,0,0,0,0,1,0,1,0,-1,"Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa"
